id,category,input,output_json
SFT-MITRE-026,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A script enumerates domain users and groups after compromise.,"{""classification"": ""account discovery"", ""severity"": ""medium"", ""mitre_mapping"": ""T1087 Account Discovery"", ""recommended_action"": ""Review command logs, determine actor intent, and inspect for privilege escalation."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as account discovery because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-027,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The adversary compresses files before attempting outbound transfer.,"{""classification"": ""collection/exfiltration preparation"", ""severity"": ""high"", ""mitre_mapping"": ""T1560 Archive Collected Data"", ""recommended_action"": ""Identify files staged, preserve evidence, and block outbound channels."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as collection/exfiltration preparation because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-028,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A binary attempts to disable endpoint security controls.,"{""classification"": ""defense evasion"", ""severity"": ""high"", ""mitre_mapping"": ""T1562 Impair Defenses"", ""recommended_action"": ""Isolate endpoint, restore controls, and determine whether malware executed."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as defense evasion because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-029,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The attacker uses a web shell on a public-facing server.,"{""classification"": ""persistence / command execution via web shell"", ""severity"": ""critical"", ""mitre_mapping"": ""T1505.003 Web Shell"", ""recommended_action"": ""Take server out of rotation, collect web logs/files, remove web shell, and patch initial vector."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as persistence / command execution via web shell because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-030,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The actor queries cloud APIs to list storage buckets and IAM permissions.,"{""classification"": ""cloud discovery"", ""severity"": ""medium"", ""mitre_mapping"": ""Cloud Service Dashboard / Cloud Service Discovery"", ""recommended_action"": ""Review cloud audit logs, validate token use, and restrict compromised credentials."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as cloud discovery because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-031,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A malicious macro starts PowerShell to run encoded commands.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""T1059 Command and Scripting Interpreter"", ""recommended_action"": ""Map to command/script execution and investigate parent-child process chain."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-032,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: An attacker sends a malicious attachment to gain initial access.,"{""classification"": ""phishing initial access"", ""severity"": ""medium"", ""mitre_mapping"": ""T1566 Phishing"", ""recommended_action"": ""Quarantine messages, inspect headers/attachments, and identify affected recipients."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as phishing initial access because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-033,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A threat actor dumps cached credentials from a compromised Windows host.,"{""classification"": ""credential access"", ""severity"": ""critical"", ""mitre_mapping"": ""T1003 OS Credential Dumping"", ""recommended_action"": ""Isolate host, collect forensic data, rotate credentials, and review lateral movement."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as credential access because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-034,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A compromised account uses remote desktop to access multiple servers.,"{""classification"": ""lateral movement"", ""severity"": ""high"", ""mitre_mapping"": ""T1021 Remote Services"", ""recommended_action"": ""Review RDP logs, validate account use, restrict access, and reset credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as lateral movement because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-035,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: Malware establishes persistence by creating a scheduled task.,"{""classification"": ""persistence mechanism"", ""severity"": ""high"", ""mitre_mapping"": ""T1053 Scheduled Task/Job"", ""recommended_action"": ""Remove unauthorized task, inspect related binaries, and hunt for similar persistence."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as persistence mechanism because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-036,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A script enumerates domain users and groups after compromise.,"{""classification"": ""account discovery"", ""severity"": ""medium"", ""mitre_mapping"": ""T1087 Account Discovery"", ""recommended_action"": ""Review command logs, determine actor intent, and inspect for privilege escalation."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as account discovery because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-037,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The adversary compresses files before attempting outbound transfer.,"{""classification"": ""collection/exfiltration preparation"", ""severity"": ""high"", ""mitre_mapping"": ""T1560 Archive Collected Data"", ""recommended_action"": ""Identify files staged, preserve evidence, and block outbound channels."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as collection/exfiltration preparation because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-038,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A binary attempts to disable endpoint security controls.,"{""classification"": ""defense evasion"", ""severity"": ""high"", ""mitre_mapping"": ""T1562 Impair Defenses"", ""recommended_action"": ""Isolate endpoint, restore controls, and determine whether malware executed."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as defense evasion because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-039,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The attacker uses a web shell on a public-facing server.,"{""classification"": ""persistence / command execution via web shell"", ""severity"": ""critical"", ""mitre_mapping"": ""T1505.003 Web Shell"", ""recommended_action"": ""Take server out of rotation, collect web logs/files, remove web shell, and patch initial vector."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as persistence / command execution via web shell because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-040,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The actor queries cloud APIs to list storage buckets and IAM permissions.,"{""classification"": ""cloud discovery"", ""severity"": ""medium"", ""mitre_mapping"": ""Cloud Service Dashboard / Cloud Service Discovery"", ""recommended_action"": ""Review cloud audit logs, validate token use, and restrict compromised credentials."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as cloud discovery because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-041,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A malicious macro starts PowerShell to run encoded commands.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""T1059 Command and Scripting Interpreter"", ""recommended_action"": ""Map to command/script execution and investigate parent-child process chain."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-042,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: An attacker sends a malicious attachment to gain initial access.,"{""classification"": ""phishing initial access"", ""severity"": ""medium"", ""mitre_mapping"": ""T1566 Phishing"", ""recommended_action"": ""Quarantine messages, inspect headers/attachments, and identify affected recipients."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as phishing initial access because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-043,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A threat actor dumps cached credentials from a compromised Windows host.,"{""classification"": ""credential access"", ""severity"": ""critical"", ""mitre_mapping"": ""T1003 OS Credential Dumping"", ""recommended_action"": ""Isolate host, collect forensic data, rotate credentials, and review lateral movement."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as credential access because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-044,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A compromised account uses remote desktop to access multiple servers.,"{""classification"": ""lateral movement"", ""severity"": ""high"", ""mitre_mapping"": ""T1021 Remote Services"", ""recommended_action"": ""Review RDP logs, validate account use, restrict access, and reset credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as lateral movement because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-045,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: Malware establishes persistence by creating a scheduled task.,"{""classification"": ""persistence mechanism"", ""severity"": ""high"", ""mitre_mapping"": ""T1053 Scheduled Task/Job"", ""recommended_action"": ""Remove unauthorized task, inspect related binaries, and hunt for similar persistence."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as persistence mechanism because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-046,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A script enumerates domain users and groups after compromise.,"{""classification"": ""account discovery"", ""severity"": ""medium"", ""mitre_mapping"": ""T1087 Account Discovery"", ""recommended_action"": ""Review command logs, determine actor intent, and inspect for privilege escalation."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as account discovery because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-047,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The adversary compresses files before attempting outbound transfer.,"{""classification"": ""collection/exfiltration preparation"", ""severity"": ""high"", ""mitre_mapping"": ""T1560 Archive Collected Data"", ""recommended_action"": ""Identify files staged, preserve evidence, and block outbound channels."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as collection/exfiltration preparation because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-048,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A binary attempts to disable endpoint security controls.,"{""classification"": ""defense evasion"", ""severity"": ""high"", ""mitre_mapping"": ""T1562 Impair Defenses"", ""recommended_action"": ""Isolate endpoint, restore controls, and determine whether malware executed."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as defense evasion because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-049,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The attacker uses a web shell on a public-facing server.,"{""classification"": ""persistence / command execution via web shell"", ""severity"": ""critical"", ""mitre_mapping"": ""T1505.003 Web Shell"", ""recommended_action"": ""Take server out of rotation, collect web logs/files, remove web shell, and patch initial vector."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as persistence / command execution via web shell because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-050,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The actor queries cloud APIs to list storage buckets and IAM permissions.,"{""classification"": ""cloud discovery"", ""severity"": ""medium"", ""mitre_mapping"": ""Cloud Service Dashboard / Cloud Service Discovery"", ""recommended_action"": ""Review cloud audit logs, validate token use, and restrict compromised credentials."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as cloud discovery because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-051,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A malicious macro starts PowerShell to run encoded commands.,"{""classification"": ""suspicious script execution"", ""severity"": ""high"", ""mitre_mapping"": ""T1059 Command and Scripting Interpreter"", ""recommended_action"": ""Map to command/script execution and investigate parent-child process chain."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspicious script execution because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-052,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: An attacker sends a malicious attachment to gain initial access.,"{""classification"": ""phishing initial access"", ""severity"": ""medium"", ""mitre_mapping"": ""T1566 Phishing"", ""recommended_action"": ""Quarantine messages, inspect headers/attachments, and identify affected recipients."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as phishing initial access because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-053,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A threat actor dumps cached credentials from a compromised Windows host.,"{""classification"": ""credential access"", ""severity"": ""critical"", ""mitre_mapping"": ""T1003 OS Credential Dumping"", ""recommended_action"": ""Isolate host, collect forensic data, rotate credentials, and review lateral movement."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as credential access because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-054,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A compromised account uses remote desktop to access multiple servers.,"{""classification"": ""lateral movement"", ""severity"": ""high"", ""mitre_mapping"": ""T1021 Remote Services"", ""recommended_action"": ""Review RDP logs, validate account use, restrict access, and reset credentials if unauthorized."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as lateral movement because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-055,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: Malware establishes persistence by creating a scheduled task.,"{""classification"": ""persistence mechanism"", ""severity"": ""high"", ""mitre_mapping"": ""T1053 Scheduled Task/Job"", ""recommended_action"": ""Remove unauthorized task, inspect related binaries, and hunt for similar persistence."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as persistence mechanism because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-056,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A script enumerates domain users and groups after compromise.,"{""classification"": ""account discovery"", ""severity"": ""medium"", ""mitre_mapping"": ""T1087 Account Discovery"", ""recommended_action"": ""Review command logs, determine actor intent, and inspect for privilege escalation."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as account discovery because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-057,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The adversary compresses files before attempting outbound transfer.,"{""classification"": ""collection/exfiltration preparation"", ""severity"": ""high"", ""mitre_mapping"": ""T1560 Archive Collected Data"", ""recommended_action"": ""Identify files staged, preserve evidence, and block outbound channels."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as collection/exfiltration preparation because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-058,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: A binary attempts to disable endpoint security controls.,"{""classification"": ""defense evasion"", ""severity"": ""high"", ""mitre_mapping"": ""T1562 Impair Defenses"", ""recommended_action"": ""Isolate endpoint, restore controls, and determine whether malware executed."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as defense evasion because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-059,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The attacker uses a web shell on a public-facing server.,"{""classification"": ""persistence / command execution via web shell"", ""severity"": ""critical"", ""mitre_mapping"": ""T1505.003 Web Shell"", ""recommended_action"": ""Take server out of rotation, collect web logs/files, remove web shell, and patch initial vector."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as persistence / command execution via web shell because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-MITRE-060,MITRE ATT&CK Mapping,Map this behavior to a likely MITRE ATT&CK technique and explain uncertainty: The actor queries cloud APIs to list storage buckets and IAM permissions.,"{""classification"": ""cloud discovery"", ""severity"": ""medium"", ""mitre_mapping"": ""Cloud Service Dashboard / Cloud Service Discovery"", ""recommended_action"": ""Review cloud audit logs, validate token use, and restrict compromised credentials."", ""confidence"": ""medium"", ""explanation"": ""The scenario is best treated as cloud discovery because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-001,Incident Response,Create a concise incident response plan for this scenario: A user clicked a suspicious link and entered credentials; mailbox forwarding rules appeared soon afterward.,"{""classification"": ""account compromise incident"", ""severity"": ""high"", ""mitre_mapping"": ""Phishing / Valid Accounts"", ""recommended_action"": ""Contain by disabling sessions and suspicious rules, reset credentials, review mailbox/audit logs, notify affected parties, and improve phishing controls."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as account compromise incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-002,Incident Response,Create a concise incident response plan for this scenario: Ransomware note appears on a finance workstation and shared drive files are renamed.,"{""classification"": ""suspected ransomware incident"", ""severity"": ""critical"", ""mitre_mapping"": ""Impact / Data Encrypted for Impact"", ""recommended_action"": ""Isolate affected systems, preserve evidence, activate incident response, identify scope, restore from clean backups, and avoid unverified remediation."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspected ransomware incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-003,Incident Response,Create a concise incident response plan for this scenario: A public web server shows signs of web shell upload after suspicious POST requests.,"{""classification"": ""web server compromise"", ""severity"": ""critical"", ""mitre_mapping"": ""Exploit Public-Facing Application / Web Shell"", ""recommended_action"": ""Remove server from production, collect logs/images, identify vulnerability, remove malicious files, patch, and rotate credentials."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as web server compromise because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-004,Incident Response,Create a concise incident response plan for this scenario: EDR flags credential dumping on a domain controller.,"{""classification"": ""critical credential access incident"", ""severity"": ""critical"", ""mitre_mapping"": ""OS Credential Dumping"", ""recommended_action"": ""Escalate immediately, isolate carefully, preserve forensic data, rotate high-risk credentials, and hunt for lateral movement."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as critical credential access incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-005,Incident Response,Create a concise incident response plan for this scenario: A cloud access key appears in a public repository.,"{""classification"": ""exposed secret incident"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts"", ""recommended_action"": ""Revoke key, rotate secrets, review cloud activity, remove exposed secret history where possible, and improve secret scanning."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as exposed secret incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-006,Incident Response,Create a concise incident response plan for this scenario: A laptop with sensitive company data is reported stolen.,"{""classification"": ""lost device incident"", ""severity"": ""high"", ""mitre_mapping"": ""Not applicable"", ""recommended_action"": ""Confirm encryption/MDM status, remotely lock/wipe if possible, assess data exposure, notify stakeholders, and document chain of actions."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as lost device incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-007,Incident Response,Create a concise incident response plan for this scenario: A vendor notifies you that their account used for integration may be compromised.,"{""classification"": ""third-party access incident"", ""severity"": ""high"", ""mitre_mapping"": ""Supply Chain Compromise / Valid Accounts"", ""recommended_action"": ""Disable vendor access, review logs, rotate shared secrets, validate integration activity, and coordinate with vendor."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as third-party access incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-008,Incident Response,Create a concise incident response plan for this scenario: A SIEM rule finds impossible travel login events for an executive account.,"{""classification"": ""possible executive account takeover"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts"", ""recommended_action"": ""Verify user, revoke sessions, enforce credential reset, check email/cloud activity, and monitor for follow-on actions."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible executive account takeover because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-009,Incident Response,Create a concise incident response plan for this scenario: Database logs show bulk export by a service account that normally performs only small reads.,"{""classification"": ""possible data exfiltration incident"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration"", ""recommended_action"": ""Disable or limit account, preserve logs, validate business need, determine data accessed, and escalate according to data breach process."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible data exfiltration incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-010,Incident Response,Create a concise incident response plan for this scenario: Several endpoints report the same suspicious hash after a software update from a trusted vendor.,"{""classification"": ""possible supply chain or false positive event"", ""severity"": ""high"", ""mitre_mapping"": ""Supply Chain Compromise"", ""recommended_action"": ""Pause deployment, verify vendor notice/hash, collect samples safely, check threat intel, and coordinate with vendor before broad remediation."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible supply chain or false positive event because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-011,Incident Response,Create a concise incident response plan for this scenario: A user clicked a suspicious link and entered credentials; mailbox forwarding rules appeared soon afterward.,"{""classification"": ""account compromise incident"", ""severity"": ""high"", ""mitre_mapping"": ""Phishing / Valid Accounts"", ""recommended_action"": ""Contain by disabling sessions and suspicious rules, reset credentials, review mailbox/audit logs, notify affected parties, and improve phishing controls."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as account compromise incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-012,Incident Response,Create a concise incident response plan for this scenario: Ransomware note appears on a finance workstation and shared drive files are renamed.,"{""classification"": ""suspected ransomware incident"", ""severity"": ""critical"", ""mitre_mapping"": ""Impact / Data Encrypted for Impact"", ""recommended_action"": ""Isolate affected systems, preserve evidence, activate incident response, identify scope, restore from clean backups, and avoid unverified remediation."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as suspected ransomware incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-013,Incident Response,Create a concise incident response plan for this scenario: A public web server shows signs of web shell upload after suspicious POST requests.,"{""classification"": ""web server compromise"", ""severity"": ""critical"", ""mitre_mapping"": ""Exploit Public-Facing Application / Web Shell"", ""recommended_action"": ""Remove server from production, collect logs/images, identify vulnerability, remove malicious files, patch, and rotate credentials."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as web server compromise because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-014,Incident Response,Create a concise incident response plan for this scenario: EDR flags credential dumping on a domain controller.,"{""classification"": ""critical credential access incident"", ""severity"": ""critical"", ""mitre_mapping"": ""OS Credential Dumping"", ""recommended_action"": ""Escalate immediately, isolate carefully, preserve forensic data, rotate high-risk credentials, and hunt for lateral movement."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as critical credential access incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-015,Incident Response,Create a concise incident response plan for this scenario: A cloud access key appears in a public repository.,"{""classification"": ""exposed secret incident"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts"", ""recommended_action"": ""Revoke key, rotate secrets, review cloud activity, remove exposed secret history where possible, and improve secret scanning."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as exposed secret incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-016,Incident Response,Create a concise incident response plan for this scenario: A laptop with sensitive company data is reported stolen.,"{""classification"": ""lost device incident"", ""severity"": ""high"", ""mitre_mapping"": ""Not applicable"", ""recommended_action"": ""Confirm encryption/MDM status, remotely lock/wipe if possible, assess data exposure, notify stakeholders, and document chain of actions."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as lost device incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-017,Incident Response,Create a concise incident response plan for this scenario: A vendor notifies you that their account used for integration may be compromised.,"{""classification"": ""third-party access incident"", ""severity"": ""high"", ""mitre_mapping"": ""Supply Chain Compromise / Valid Accounts"", ""recommended_action"": ""Disable vendor access, review logs, rotate shared secrets, validate integration activity, and coordinate with vendor."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as third-party access incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-018,Incident Response,Create a concise incident response plan for this scenario: A SIEM rule finds impossible travel login events for an executive account.,"{""classification"": ""possible executive account takeover"", ""severity"": ""high"", ""mitre_mapping"": ""Valid Accounts"", ""recommended_action"": ""Verify user, revoke sessions, enforce credential reset, check email/cloud activity, and monitor for follow-on actions."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible executive account takeover because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-019,Incident Response,Create a concise incident response plan for this scenario: Database logs show bulk export by a service account that normally performs only small reads.,"{""classification"": ""possible data exfiltration incident"", ""severity"": ""high"", ""mitre_mapping"": ""Exfiltration"", ""recommended_action"": ""Disable or limit account, preserve logs, validate business need, determine data accessed, and escalate according to data breach process."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible data exfiltration incident because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
SFT-IR-020,Incident Response,Create a concise incident response plan for this scenario: Several endpoints report the same suspicious hash after a software update from a trusted vendor.,"{""classification"": ""possible supply chain or false positive event"", ""severity"": ""high"", ""mitre_mapping"": ""Supply Chain Compromise"", ""recommended_action"": ""Pause deployment, verify vendor notice/hash, collect samples safely, check threat intel, and coordinate with vendor before broad remediation."", ""confidence"": ""high"", ""explanation"": ""The scenario is best treated as possible supply chain or false positive event because the observable behavior matches defensive cybersecurity indicators and should be handled through verification and containment rather than assumptions.""}"
